The amount of steps is wrong: 12001 is not 0
  In (0,29), the ground is expected to be white, but it is black.
  In (43,18), the ground is expected to be white, but it is green.
  In (43,19), the ground is expected to be white, but it is green.
  In (43,20), the ground is expected to be white, but it is blue.
  In (43,21), the ground is expected to be white, but it is blue.
  In (43,22), the ground is expected to be white, but it is blue.
  In (43,23), the ground is expected to be white, but it is blue.
  In (43,24), the ground is expected to be white, but it is blue.
  In (43,25), the ground is expected to be white, but it is blue.
  In (43,26), the ground is expected to be white, but it is blue.
  In (43,27), the ground is expected to be white, but it is blue.
  In (43,28), the ground is expected to be white, but it is cyan.
  In (43,29), the ground is expected to be white, but it is blue.
  In (43,30), the ground is expected to be white, but it is black.
  In (43,31), the ground is expected to be white, but it is black.
  In (43,32), the ground is expected to be white, but it is black.
  In (43,45), the ground is expected to be black, but it is white.
  In (43,46), the ground is expected to be green, but it is white.
  In (43,47), the ground is expected to be pink, but it is white.
  In (43,67), the ground is expected to be dark grey, but it is white.
  In (43,68), the ground is expected to be grey, but it is white.
  In (43,69), the ground is expected to be red, but it is white.
  In (43,70), the ground is expected to be red, but it is white.
  In (43,71), the ground is expected to be red, but it is white.
  In (43,72), the ground is expected to be red, but it is white.
  In (43,73), the ground is expected to be red, but it is white.
  In (43,74), the ground is expected to be red, but it is white.
  In (43,75), the ground is expected to be red, but it is white.
  In (43,76), the ground is expected to be red, but it is white.
  In (43,77), the ground is expected to be red, but it is white.
  In (43,78), the ground is expected to be red, but it is white.
  In (43,79), the ground is expected to be red, but it is white.
  In (43,80), the ground is expected to be red, but it is white.
  In (43,81), the ground is expected to be red, but it is white.
  In (43,82), the ground is expected to be red, but it is white.
  In (43,83), the ground is expected to be red, but it is white.
  In (43,84), the ground is expected to be red, but it is white.
  In (43,85), the ground is expected to be red, but it is white.
  In (43,86), the ground is expected to be red, but it is white.
  In (43,87), the ground is expected to be orange, but it is white.
  In (43,88), the ground is expected to be blue, but it is white.
  In (44,15), the ground is expected to be white, but it is black.
  In (44,16), the ground is expected to be white, but it is blue.
  In (44,17), the ground is expected to be white, but it is green.
  In (44,18), the ground is expected to be white, but it is red.
  In (44,19), the ground is expected to be white, but it is orange.
  In (44,20), the ground is expected to be white, but it is green.
  In (44,21), the ground is expected to be white, but it is green.
  In (44,22), the ground is expected to be white, but it is green.
  In (44,23), the ground is expected to be white, but it is green.
  In (44,24), the ground is expected to be white, but it is green.
  In (44,25), the ground is expected to be white, but it is cyan.
  In (44,26), the ground is expected to be white, but it is cyan.
  In (44,27), the ground is expected to be white, but it is cyan.
  In (44,28), the ground is expected to be white, but it is blue.
  In (44,29), the ground is expected to be white, but it is cyan.
  In (44,30), the ground is expected to be white, but it is green.
  In (44,31), the ground is expected to be white, but it is cyan.
  In (44,32), the ground is expected to be white, but it is black.
  In (44,44), the ground is expected to be black, but it is white.
  In (44,45), the ground is expected to be green, but it is white.
  In (44,46), the ground is expected to be pink, but it is white.
  In (44,66), the ground is expected to be pink, but it is white.
  In (44,67), the ground is expected to be magenta, but it is white.
  In (44,68), the ground is expected to be red, but it is white.
  In (44,69), the ground is expected to be red, but it is white.
  In (44,70), the ground is expected to be red, but it is white.
  In (44,71), the ground is expected to be red, but it is white.
  In (44,72), the ground is expected to be red, but it is white.
  In (44,73), the ground is expected to be red, but it is white.
  In (44,74), the ground is expected to be red, but it is white.
  In (44,75), the ground is expected to be red, but it is white.
  In (44,76), the ground is expected to be red, but it is white.
  In (44,77), the ground is expected to be red, but it is white.
  In (44,78), the ground is expected to be red, but it is white.
  In (44,79), the ground is expected to be red, but it is white.
  In (44,80), the ground is expected to be red, but it is white.
  In (44,81), the ground is expected to be red, but it is white.
  In (44,82), the ground is expected to be red, but it is white.
  In (44,83), the ground is expected to be red, but it is white.
  In (44,84), the ground is expected to be red, but it is white.
  In (44,85), the ground is expected to be red, but it is white.
  In (44,86), the ground is expected to be red, but it is white.
  In (44,87), the ground is expected to be orange, but it is white.
  In (44,88), the ground is expected to be blue, but it is white.
  In (45,16), the ground is expected to be white, but it is orange.
  In (45,17), the ground is expected to be white, but it is grey.
  In (45,18), the ground is expected to be white, but it is cyan.
  In (45,19), the ground is expected to be white, but it is orange.
  In (45,20), the ground is expected to be white, but it is dark grey.
  In (45,21), the ground is expected to be white, but it is dark grey.
  In (45,22), the ground is expected to be white, but it is dark grey.
  In (45,23), the ground is expected to be white, but it is magenta.
  In (45,24), the ground is expected to be white, but it is red.
  In (45,25), the ground is expected to be white, but it is orange.
  In (45,26), the ground is expected to be white, but it is orange.
  In (45,27), the ground is expected to be white, but it is green.
  In (45,28), the ground is expected to be white, but it is green.
  In (45,29), the ground is expected to be white, but it is red.
  In (45,30), the ground is expected to be white, but it is magenta.
  In (45,31), the ground is expected to be white, but it is orange.
  In (45,33), the ground is expected to be white, but it is black.
  In (45,34), the ground is expected to be white, but it is black.
  In (45,35), the ground is expected to be white, but it is black.
  In (45,36), the ground is expected to be white, but it is black.
  In (45,43), the ground is expected to be black, but it is white.
  In (45,44), the ground is expected to be green, but it is white.
  In (45,45), the ground is expected to be pink, but it is white.
  In (45,65), the ground is expected to be light grey, but it is white.
  In (45,66), the ground is expected to be dark grey, but it is white.
  In (45,67), the ground is expected to be red, but it is white.
  In (45,68), the ground is expected to be red, but it is white.
  In (45,69), the ground is expected to be red, but it is white.
  In (45,70), the ground is expected to be red, but it is white.
  In (45,71), the ground is expected to be red, but it is white.
  In (45,72), the ground is expected to be red, but it is white.
  In (45,73), the ground is expected to be red, but it is white.
  In (45,74), the ground is expected to be red, but it is white.
  In (45,75), the ground is expected to be red, but it is white.
  In (45,76), the ground is expected to be red, but it is white.
  In (45,77), the ground is expected to be red, but it is white.
  In (45,78), the ground is expected to be red, but it is white.
  In (45,79), the ground is expected to be red, but it is white.
  In (45,80), the ground is expected to be red, but it is white.
  In (45,81), the ground is expected to be red, but it is white.
  In (45,82), the ground is expected to be red, but it is white.
  In (45,83), the ground is expected to be red, but it is white.
  In (45,84), the ground is expected to be red, but it is white.
  In (45,85), the ground is expected to be red, but it is white.
  In (45,86), the ground is expected to be red, but it is white.
  In (45,87), the ground is expected to be orange, but it is white.
  In (45,88), the ground is expected to be blue, but it is white.
  In (46,16), the ground is expected to be white, but it is orange.
  In (46,17), the ground is expected to be white, but it is magenta.
  In (46,18), the ground is expected to be white, but it is green.
  In (46,19), the ground is expected to be white, but it is grey.
  In (46,20), the ground is expected to be white, but it is pink.
  In (46,21), the ground is expected to be white, but it is pink.
  In (46,22), the ground is expected to be blue, but it is white.
  In (46,23), the ground is expected to be cyan, but it is black.
  In (46,24), the ground is expected to be cyan, but it is light grey.
  In (46,25), the ground is expected to be cyan, but it is light grey.
  In (46,26), the ground is expected to be cyan, but it is pink.
  In (46,27), the ground is expected to be blue, but it is dark grey.
  In (46,28), the ground is expected to be white, but it is dark grey.
  In (46,29), the ground is expected to be white, but it is red.
  In (46,30), the ground is expected to be white, but it is magenta.
  In (46,31), the ground is expected to be white, but it is magenta.
  In (46,32), the ground is expected to be white, but it is orange.
  In (46,33), the ground is expected to be white, but it is blue.
  In (46,34), the ground is expected to be white, but it is blue.
  In (46,35), the ground is expected to be white, but it is cyan.
  In (46,36), the ground is expected to be white, but it is black.
  In (46,42), the ground is expected to be black, but it is white.
  In (46,43), the ground is expected to be green, but it is white.
  In (46,44), the ground is expected to be pink, but it is white.
  In (46,64), the ground is expected to be light grey, but it is white.
  In (46,65), the ground is expected to be pink, but it is white.
  In (46,66), the ground is expected to be grey, but it is white.
  In (46,67), the ground is expected to be red, but it is white.
  In (46,68), the ground is expected to be red, but it is white.
  In (46,69), the ground is expected to be red, but it is white.
  In (46,70), the ground is expected to be red, but it is white.
  In (46,71), the ground is expected to be red, but it is white.
  In (46,72), the ground is expected to be red, but it is white.
  In (46,73), the ground is expected to be red, but it is white.
  In (46,74), the ground is expected to be red, but it is white.
  In (46,75), the ground is expected to be red, but it is white.
  In (46,76), the ground is expected to be red, but it is white.
  In (46,77), the ground is expected to be red, but it is white.
  In (46,78), the ground is expected to be red, but it is white.
  In (46,79), the ground is expected to be red, but it is white.
  In (46,80), the ground is expected to be red, but it is white.
  In (46,81), the ground is expected to be red, but it is white.
  In (46,82), the ground is expected to be red, but it is white.
  In (46,83), the ground is expected to be red, but it is white.
  In (46,84), the ground is expected to be red, but it is white.
  In (46,85), the ground is expected to be red, but it is white.
  In (46,86), the ground is expected to be red, but it is white.
  In (46,87), the ground is expected to be orange, but it is white.
  In (46,88), the ground is expected to be blue, but it is white.
  In (47,13), the ground is expected to be white, but it is black.
  In (47,14), the ground is expected to be white, but it is black.
  In (47,15), the ground is expected to be white, but it is black.
  In (47,16), the ground is expected to be white, but it is blue.
  In (47,17), the ground is expected to be white, but it is red.
  In (47,18), the ground is expected to be white, but it is dark grey.
  In (47,19), the ground is expected to be white, but it is pink.
  In (47,20), the ground is expected to be white, but it is pink.
  In (47,21), the ground is expected to be blue, but it is white.
  In (47,22), the ground is expected to be green, but it is orange.
  In (47,23), the ground is expected to be red, but it is grey.
  In (47,24), the ground is expected to be red, but it is magenta.
  In (47,25), the ground is expected to be red, but it is dark grey.
  In (47,26), the ground is expected to be red, but it is pink.
  In (47,27), the ground is expected to be green, but it is magenta.
  In (47,28), the ground is expected to be blue, but it is white.
  In (47,29), the ground is expected to be blue, but it is red.
  In (47,30), the ground is expected to be blue, but it is red.
  In (47,31), the ground is expected to be black, but it is dark grey.
  In (47,32), the ground is expected to be black, but it is light grey.
  In (47,33), the ground is expected to be white, but it is magenta.
  In (47,34), the ground is expected to be white, but it is red.
  In (47,35), the ground is expected to be white, but it is green.
  In (47,36), the ground is expected to be white, but it is black.
  In (47,39), the ground is expected to be white, but it is black.
  In (47,40), the ground is expected to be white, but it is blue.
  In (47,41), the ground is expected to be black, but it is blue.
  In (47,42), the ground is expected to be green, but it is black.
  In (47,43), the ground is expected to be pink, but it is white.
  In (47,61), the ground is expected to be light grey, but it is white.
  In (47,62), the ground is expected to be light grey, but it is white.
  In (47,63), the ground is expected to be pink, but it is white.
  In (47,64), the ground is expected to be light grey, but it is white.
  In (47,65), the ground is expected to be pink, but it is white.
  In (47,66), the ground is expected to be dark grey, but it is white.
  In (47,67), the ground is expected to be magenta, but it is white.
  In (47,68), the ground is expected to be red, but it is white.
  In (47,69), the ground is expected to be red, but it is white.
  In (47,70), the ground is expected to be red, but it is white.
  In (47,71), the ground is expected to be red, but it is white.
  In (47,72), the ground is expected to be red, but it is white.
  In (47,73), the ground is expected to be red, but it is white.
  In (47,74), the ground is expected to be red, but it is white.
  In (47,75), the ground is expected to be red, but it is white.
  In (47,76), the ground is expected to be red, but it is white.
  In (47,77), the ground is expected to be red, but it is white.
  In (47,78), the ground is expected to be red, but it is white.
  In (47,79), the ground is expected to be red, but it is white.
  In (47,80), the ground is expected to be red, but it is white.
  In (47,81), the ground is expected to be red, but it is white.
  In (47,82), the ground is expected to be red, but it is white.
  In (47,83), the ground is expected to be red, but it is white.
  In (47,84), the ground is expected to be red, but it is white.
  In (47,85), the ground is expected to be red, but it is white.
  In (47,86), the ground is expected to be red, but it is white.
  In (47,87), the ground is expected to be orange, but it is white.
  In (47,88), the ground is expected to be blue, but it is white.
  In (48,13), the ground is expected to be white, but it is black.
  In (48,14), the ground is expected to be white, but it is cyan.
  In (48,15), the ground is expected to be white, but it is cyan.
  In (48,16), the ground is expected to be black, but it is blue.
  In (48,17), the ground is expected to be black, but it is red.
  In (48,18), the ground is expected to be black, but it is light grey.
  In (48,19), the ground is expected to be black, but it is pink.
  In (48,20), the ground is expected to be blue, but it is light grey.
  In (48,21), the ground is expected to be orange, but it is blue.
  In (48,22), the ground is expected to be red, but it is magenta.
  In (48,23), the ground is expected to be orange, but it is white.
  In (48,24), the ground is expected to be red, but it is blue.
  In (48,25), the ground is expected to be red, but it is white.
  In (48,26), the ground is expected to be red, but it is pink.
  In (48,27), the ground is expected to be orange, but it is red.
  In (48,28), the ground is expected to be cyan, but it is pink.
  In (48,29), the ground is expected to be cyan, but it is pink.
  In (48,30), the ground is expected to be orange, but it is dark grey.
  In (48,31), the ground is expected to be magenta, but it is pink.
  In (48,32), the ground is expected to be orange, but it is white.
  In (48,34), the ground is expected to be white, but it is light grey.
  In (48,35), the ground is expected to be white, but it is orange.
  In (48,36), the ground is expected to be white, but it is cyan.
  In (48,37), the ground is expected to be white, but it is orange.
  In (48,38), the ground is expected to be white, but it is orange.
  In (48,39), the ground is expected to be white, but it is green.
  In (48,40), the ground is expected to be black, but it is red.
  In (48,41), the ground is expected to be green, but it is grey.
  In (48,42), the ground is expected to be pink, but it is cyan.
  In (48,58), the ground is expected to be light grey, but it is white.
  In (48,59), the ground is expected to be light grey, but it is white.
  In (48,60), the ground is expected to be pink, but it is white.
  In (48,61), the ground is expected to be light grey, but it is white.
  In (48,62), the ground is expected to be pink, but it is white.
  In (48,63), the ground is expected to be light grey, but it is white.
  In (48,64), the ground is expected to be light grey, but it is white.
  In (48,67), the ground is expected to be pink, but it is white.
  In (48,68), the ground is expected to be dark grey, but it is white.
  In (48,69), the ground is expected to be grey, but it is white.
  In (48,70), the ground is expected to be grey, but it is white.
  In (48,71), the ground is expected to be red, but it is white.
  In (48,72), the ground is expected to be red, but it is white.
  In (48,73), the ground is expected to be red, but it is white.
  In (48,74), the ground is expected to be red, but it is white.
  In (48,75), the ground is expected to be red, but it is white.
  In (48,76), the ground is expected to be red, but it is white.
  In (48,77), the ground is expected to be red, but it is white.
  In (48,78), the ground is expected to be red, but it is white.
  In (48,79), the ground is expected to be red, but it is white.
  In (48,80), the ground is expected to be red, but it is white.
  In (48,81), the ground is expected to be red, but it is white.
  In (48,82), the ground is expected to be red, but it is white.
  In (48,83), the ground is expected to be red, but it is white.
  In (48,84), the ground is expected to be red, but it is white.
  In (48,85), the ground is expected to be red, but it is white.
  In (48,86), the ground is expected to be red, but it is white.
  In (48,87), the ground is expected to be orange, but it is white.
  In (48,88), the ground is expected to be blue, but it is white.
  In (49,11), the ground is expected to be white, but it is black.
  In (49,12), the ground is expected to be white, but it is blue.
  In (49,13), the ground is expected to be white, but it is blue.
  In (49,14), the ground is expected to be white, but it is green.
  In (49,15), the ground is expected to be black, but it is grey.
  In (49,16), the ground is expected to be blue, but it is red.
  In (49,17), the ground is expected to be green, but it is grey.
  In (49,18), the ground is expected to be green, but it is dark grey.
  In (49,19), the ground is expected to be blue, but it is dark grey.
  In (49,20), the ground is expected to be red, but it is white.
  In (49,21), the ground is expected to be light grey, but it is blue.
  In (49,22), the ground is expected to be pink, but it is grey.
  In (49,23), the ground is expected to be black, but it is blue.
  In (49,24), the ground is expected to be blue, but it is grey.
  In (49,25), the ground is expected to be blue, but it is magenta.
  In (49,26), the ground is expected to be blue, but it is pink.
  In (49,27), the ground is expected to be dark grey, but it is black.
  In (49,28), the ground is expected to be grey, but it is black.
  In (49,29), the ground is expected to be grey, but it is cyan.
  In (49,30), the ground is expected to be dark grey, but it is white.
  In (49,32), the ground is expected to be pink, but it is green.
  In (49,33), the ground is expected to be cyan, but it is blue.
  In (49,34), the ground is expected to be black, but it is blue.
  In (49,35), the ground is expected to be white, but it is dark grey.
  In (49,36), the ground is expected to be white, but it is grey.
  In (49,38), the ground is expected to be white, but it is pink.
  In (49,39), the ground is expected to be black, but it is pink.
  In (49,40), the ground is expected to be green, but it is blue.
  In (49,41), the ground is expected to be pink, but it is light grey.
  In (49,42), the ground is expected to be white, but it is grey.
  In (49,43), the ground is expected to be white, but it is green.
  In (49,44), the ground is expected to be white, but it is cyan.
  In (49,45), the ground is expected to be white, but it is cyan.
  In (49,46), the ground is expected to be white, but it is black.
  In (49,55), the ground is expected to be light grey, but it is white.
  In (49,56), the ground is expected to be light grey, but it is white.
  In (49,57), the ground is expected to be pink, but it is white.
  In (49,58), the ground is expected to be light grey, but it is white.
  In (49,59), the ground is expected to be pink, but it is white.
  In (49,60), the ground is expected to be light grey, but it is white.
  In (49,61), the ground is expected to be light grey, but it is white.
  In (49,68), the ground is expected to be light grey, but it is white.
  In (49,69), the ground is expected to be light grey, but it is white.
  In (49,70), the ground is expected to be dark grey, but it is white.
  In (49,71), the ground is expected to be magenta, but it is white.
  In (49,72), the ground is expected to be red, but it is white.
  In (49,73), the ground is expected to be red, but it is white.
  In (49,74), the ground is expected to be red, but it is white.
  In (49,75), the ground is expected to be red, but it is white.
  In (49,76), the ground is expected to be red, but it is white.
  In (49,77), the ground is expected to be red, but it is white.
  In (49,78), the ground is expected to be red, but it is white.
  In (49,79), the ground is expected to be red, but it is white.
  In (49,80), the ground is expected to be red, but it is white.
  In (49,81), the ground is expected to be red, but it is white.
  In (49,82), the ground is expected to be red, but it is white.
  In (49,83), the ground is expected to be red, but it is white.
  In (49,84), the ground is expected to be red, but it is white.
  In (49,85), the ground is expected to be red, but it is white.
  In (49,86), the ground is expected to be red, but it is white.
  In (49,87), the ground is expected to be orange, but it is white.
  In (49,88), the ground is expected to be blue, but it is white.
  In (50,11), the ground is expected to be white, but it is black.
  In (50,12), the ground is expected to be white, but it is orange.
  In (50,13), the ground is expected to be white, but it is magenta.
  In (50,14), the ground is expected to be white, but it is dark grey.
  In (50,15), the ground is expected to be black, but it is red.
  In (50,16), the ground is expected to be green, but it is grey.
  In (50,17), the ground is expected to be orange, but it is grey.
  In (50,19), the ground is expected to be red, but it is magenta.
  In (50,20), the ground is expected to be pink, but it is dark grey.
  In (50,21), the ground is expected to be pink, but it is orange.
  In (50,22), the ground is expected to be green, but it is grey.
  In (50,23), the ground is expected to be light grey, but it is cyan.
  In (50,24), the ground is expected to be pink, but it is white.
  In (50,25), the ground is expected to be pink, but it is magenta.
  In (50,26), the ground is expected to be grey, but it is pink.
  In (50,27), the ground is expected to be blue, but it is light grey.
  In (50,28), the ground is expected to be white, but it is red.
  In (50,29), the ground is expected to be pink, but it is red.
  In (50,30), the ground is expected to be pink, but it is red.
  In (50,31), the ground is expected to be green, but it is light grey.
  In (50,32), the ground is expected to be black, but it is orange.
  In (50,33), the ground is expected to be grey, but it is red.
  In (50,35), the ground is expected to be black, but it is blue.
  In (50,36), the ground is expected to be white, but it is cyan.
  In (50,37), the ground is expected to be white, but it is blue.
  In (50,38), the ground is expected to be black, but it is orange.
  In (50,39), the ground is expected to be green, but it is grey.
  In (50,40), the ground is expected to be pink, but it is red.
  In (50,41), the ground is expected to be white, but it is orange.
  In (50,42), the ground is expected to be white, but it is black.
  In (50,43), the ground is expected to be white, but it is grey.
  In (50,44), the ground is expected to be white, but it is red.
  In (50,45), the ground is expected to be white, but it is red.
  In (50,46), the ground is expected to be white, but it is cyan.
  In (50,52), the ground is expected to be light grey, but it is white.
  In (50,53), the ground is expected to be light grey, but it is white.
  In (50,54), the ground is expected to be pink, but it is white.
  In (50,55), the ground is expected to be light grey, but it is white.
  In (50,56), the ground is expected to be pink, but it is white.
  In (50,57), the ground is expected to be light grey, but it is white.
  In (50,58), the ground is expected to be light grey, but it is white.
  In (50,71), the ground is expected to be pink, but it is white.
  In (50,72), the ground is expected to be dark grey, but it is white.
  In (50,73), the ground is expected to be grey, but it is white.
  In (50,74), the ground is expected to be grey, but it is white.
  In (50,75), the ground is expected to be red, but it is white.
  In (50,76), the ground is expected to be red, but it is white.
  In (50,77), the ground is expected to be red, but it is white.
  In (50,78), the ground is expected to be red, but it is white.
  In (50,79), the ground is expected to be red, but it is white.
  In (50,80), the ground is expected to be red, but it is white.
  In (50,81), the ground is expected to be red, but it is white.
  In (50,82), the ground is expected to be red, but it is white.
  In (50,83), the ground is expected to be red, but it is white.
  In (50,84), the ground is expected to be red, but it is white.
  In (50,85), the ground is expected to be red, but it is white.
  In (50,86), the ground is expected to be red, but it is white.
  In (50,87), the ground is expected to be orange, but it is white.
  In (50,88), the ground is expected to be blue, but it is white.
  In (51,11), the ground is expected to be white, but it is black.
  In (51,12), the ground is expected to be white, but it is grey.
  In (51,13), the ground is expected to be black, but it is white.
  In (51,14), the ground is expected to be black, but it is light grey.
  In (51,15), the ground is expected to be blue, but it is red.
  In (51,17), the ground is expected to be dark grey, but it is white.
  In (51,18), the ground is expected to be pink, but it is white.
  In (51,19), the ground is expected to be white, but it is dark grey.
  In (51,20), the ground is expected to be light grey, but it is magenta.
  In (51,21), the ground is expected to be blue, but it is green.
  In (51,22), the ground is expected to be cyan, but it is dark grey.
  In (51,23), the ground is expected to be orange, but it is green.
  In (51,24), the ground is expected to be light grey, but it is orange.
  In (51,25), the ground is expected to be dark grey, but it is green.
  In (51,26), the ground is expected to be pink, but it is cyan.
  In (51,27), the ground is expected to be light grey, but it is dark grey.
  In (51,29), the ground is expected to be red, but it is dark grey.
  In (51,31), the ground is expected to be green, but it is magenta.
  In (51,32), the ground is expected to be black, but it is light grey.
  In (51,33), the ground is expected to be white, but it is orange.
  In (51,34), the ground is expected to be grey, but it is blue.
  In (51,35), the ground is expected to be cyan, but it is light grey.
  In (51,37), the ground is expected to be blue, but it is green.
  In (51,38), the ground is expected to be dark grey, but it is pink.
  In (51,39), the ground is expected to be green, but it is white.
  In (51,40), the ground is expected to be blue, but it is grey.
  In (51,41), the ground is expected to be white, but it is red.
  In (51,42), the ground is expected to be white, but it is light grey.
  In (51,43), the ground is expected to be white, but it is grey.
  In (51,44), the ground is expected to be white, but it is magenta.
  In (51,45), the ground is expected to be white, but it is red.
  In (51,46), the ground is expected to be white, but it is cyan.
  In (51,49), the ground is expected to be light grey, but it is white.
  In (51,50), the ground is expected to be light grey, but it is white.
  In (51,51), the ground is expected to be pink, but it is white.
  In (51,52), the ground is expected to be light grey, but it is white.
  In (51,53), the ground is expected to be pink, but it is white.
  In (51,54), the ground is expected to be light grey, but it is white.
  In (51,55), the ground is expected to be light grey, but it is white.
  In (51,72), the ground is expected to be light grey, but it is white.
  In (51,73), the ground is expected to be light grey, but it is white.
  In (51,74), the ground is expected to be dark grey, but it is white.
  In (51,75), the ground is expected to be magenta, but it is white.
  In (51,76), the ground is expected to be red, but it is white.
  In (51,77), the ground is expected to be red, but it is white.
  In (51,78), the ground is expected to be red, but it is white.
  In (51,79), the ground is expected to be red, but it is white.
  In (51,80), the ground is expected to be red, but it is white.
  In (51,81), the ground is expected to be red, but it is white.
  In (51,82), the ground is expected to be red, but it is white.
  In (51,83), the ground is expected to be red, but it is white.
  In (51,84), the ground is expected to be red, but it is white.
  In (51,85), the ground is expected to be red, but it is white.
  In (51,86), the ground is expected to be red, but it is white.
  In (51,87), the ground is expected to be orange, but it is white.
  In (51,88), the ground is expected to be blue, but it is white.
  In (52,11), the ground is expected to be white, but it is green.
  In (52,12), the ground is expected to be white, but it is magenta.
  In (52,13), the ground is expected to be black, but it is red.
  In (52,14), the ground is expected to be green, but it is magenta.
  In (52,15), the ground is expected to be red, but it is light grey.
  In (52,18), the ground is expected to be green, but it is red.
  In (52,21), the ground is expected to be dark grey, but it is magenta.
  In (52,22), the ground is expected to be magenta, but it is blue.
  In (52,23), the ground is expected to be red, but it is blue.
  In (52,24), the ground is expected to be dark grey, but it is blue.
  In (52,25), the ground is expected to be magenta, but it is pink.
  In (52,26), the ground is expected to be cyan, but it is green.
  In (52,27), the ground is expected to be dark grey, but it is black.
  In (52,28), the ground is expected to be magenta, but it is red.
  In (52,29), the ground is expected to be red, but it is cyan.
  In (52,30), the ground is expected to be black, but it is white.
  In (52,32), the ground is expected to be black, but it is orange.
  In (52,33), the ground is expected to be blue, but it is dark grey.
  In (52,34), the ground is expected to be white, but it is magenta.
  In (52,35), the ground is expected to be grey, but it is white.
  In (52,36), the ground is expected to be orange, but it is white.
  In (52,37), the ground is expected to be dark grey, but it is pink.
  In (52,38), the ground is expected to be pink, but it is orange.
  In (52,39), the ground is expected to be dark grey, but it is white.
  In (52,40), the ground is expected to be light grey, but it is grey.
  In (52,41), the ground is expected to be light grey, but it is red.
  In (52,42), the ground is expected to be white, but it is light grey.
  In (52,43), the ground is expected to be white, but it is magenta.
  In (52,44), the ground is expected to be white, but it is grey.
  In (52,45), the ground is expected to be white, but it is red.
  In (52,46), the ground is expected to be light grey, but it is cyan.
  In (52,47), the ground is expected to be light grey, but it is white.
  In (52,48), the ground is expected to be pink, but it is white.
  In (52,49), the ground is expected to be light grey, but it is white.
  In (52,50), the ground is expected to be pink, but it is white.
  In (52,51), the ground is expected to be light grey, but it is white.
  In (52,52), the ground is expected to be light grey, but it is white.
  In (52,75), the ground is expected to be pink, but it is white.
  In (52,76), the ground is expected to be dark grey, but it is white.
  In (52,77), the ground is expected to be grey, but it is white.
  In (52,78), the ground is expected to be grey, but it is white.
  In (52,79), the ground is expected to be red, but it is white.
  In (52,80), the ground is expected to be red, but it is white.
  In (52,81), the ground is expected to be red, but it is white.
  In (52,82), the ground is expected to be red, but it is white.
  In (52,83), the ground is expected to be red, but it is white.
  In (52,84), the ground is expected to be red, but it is white.
  In (52,85), the ground is expected to be red, but it is white.
  In (52,86), the ground is expected to be red, but it is white.
  In (52,87), the ground is expected to be orange, but it is white.
  In (52,88), the ground is expected to be blue, but it is white.
  In (53,7), the ground is expected to be black, but it is white.
  In (53,8), the ground is expected to be black, but it is white.
  In (53,9), the ground is expected to be black, but it is white.
  In (53,10), the ground is expected to be black, but it is white.
  In (53,11), the ground is expected to be white, but it is green.
  In (53,12), the ground is expected to be white, but it is magenta.
  In (53,13), the ground is expected to be black, but it is red.
  In (53,14), the ground is expected to be green, but it is magenta.
  In (53,15), the ground is expected to be magenta, but it is light grey.
  In (53,17), the ground is expected to be black, but it is white.
  In (53,19), the ground is expected to be grey, but it is dark grey.
  In (53,20), the ground is expected to be dark grey, but it is blue.
  In (53,21), the ground is expected to be white, but it is pink.
  In (53,22), the ground is expected to be pink, but it is black.
  In (53,23), the ground is expected to be light grey, but it is pink.
  In (53,24), the ground is expected to be grey, but it is white.
  In (53,25), the ground is expected to be orange, but it is green.
  In (53,26), the ground is expected to be magenta, but it is grey.
  In (53,27), the ground is expected to be green, but it is light grey.
  In (53,30), the ground is expected to be grey, but it is white.
  In (53,33), the ground is expected to be blue, but it is pink.
  In (53,34), the ground is expected to be green, but it is dark grey.
  In (53,35), the ground is expected to be white, but it is red.
  In (53,36), the ground is expected to be dark grey, but it is magenta.
  In (53,37), the ground is expected to be orange, but it is cyan.
  In (53,38), the ground is expected to be light grey, but it is blue.
  In (53,39), the ground is expected to be green, but it is red.
  In (53,40), the ground is expected to be pink, but it is orange.
  In (53,41), the ground is expected to be white, but it is red.
  In (53,42), the ground is expected to be light grey, but it is blue.
  In (53,43), the ground is expected to be white, but it is grey.
  In (53,44), the ground is expected to be white, but it is grey.
  In (53,45), the ground is expected to be pink, but it is red.
  In (53,46), the ground is expected to be light grey, but it is cyan.
  In (53,47), the ground is expected to be pink, but it is white.
  In (53,48), the ground is expected to be light grey, but it is white.
  In (53,49), the ground is expected to be light grey, but it is white.
  In (53,76), the ground is expected to be light grey, but it is white.
  In (53,77), the ground is expected to be light grey, but it is white.
  In (53,78), the ground is expected to be dark grey, but it is white.
  In (53,79), the ground is expected to be magenta, but it is white.
  In (53,80), the ground is expected to be red, but it is white.
  In (53,81), the ground is expected to be red, but it is white.
  In (53,82), the ground is expected to be red, but it is white.
  In (53,83), the ground is expected to be red, but it is white.
  In (53,84), the ground is expected to be red, but it is white.
  In (53,85), the ground is expected to be red, but it is white.
  In (53,86), the ground is expected to be red, but it is white.
  In (53,87), the ground is expected to be orange, but it is white.
  In (53,88), the ground is expected to be blue, but it is white.
  In (54,6), the ground is expected to be black, but it is white.
  In (54,7), the ground is expected to be cyan, but it is white.
  In (54,8), the ground is expected to be orange, but it is white.
  In (54,9), the ground is expected to be green, but it is white.
  In (54,10), the ground is expected to be blue, but it is white.
  In (54,12), the ground is expected to be black, but it is green.
  In (54,13), the ground is expected to be blue, but it is dark grey.
