The amount of steps is wrong: 83420 is not 0
  In (3,49), the ground is expected to be yellow, but it is white.
  In (60,25), the ground is expected to be white, but it is green.
  In (60,26), the ground is expected to be white, but it is green.
  In (60,27), the ground is expected to be white, but it is green.
  In (60,28), the ground is expected to be white, but it is green.
  In (60,29), the ground is expected to be white, but it is green.
  In (60,30), the ground is expected to be white, but it is green.
  In (60,31), the ground is expected to be white, but it is grey.
  In (60,32), the ground is expected to be white, but it is pink.
  In (60,33), the ground is expected to be white, but it is pink.
  In (60,34), the ground is expected to be white, but it is pink.
  In (60,35), the ground is expected to be white, but it is magenta.
  In (60,36), the ground is expected to be white, but it is pink.
  In (60,37), the ground is expected to be yellow, but it is dark grey.
  In (60,38), the ground is expected to be yellow, but it is pink.
  In (60,39), the ground is expected to be white, but it is java.awt.Color[r=175,g=214,b=53].
  In (60,40), the ground is expected to be white, but it is java.awt.Color[r=177,g=178,b=55].
  In (60,41), the ground is expected to be yellow, but it is cyan.
  In (60,42), the ground is expected to be white, but it is java.awt.Color[r=177,g=178,b=55].
  In (60,43), the ground is expected to be yellow, but it is java.awt.Color[r=65,g=79,b=180].
  In (60,44), the ground is expected to be white, but it is blue.
  In (60,45), the ground is expected to be white, but it is cyan.
  In (60,46), the ground is expected to be white, but it is grey.
  In (60,47), the ground is expected to be white, but it is java.awt.Color[r=3,g=52,b=202].
  In (60,48), the ground is expected to be white, but it is black.
  In (60,49), the ground is expected to be white, but it is java.awt.Color[r=82,g=208,b=110].
  In (60,51), the ground is expected to be white, but it is java.awt.Color[r=65,g=79,b=180].
  In (60,52), the ground is expected to be white, but it is java.awt.Color[r=82,g=208,b=110].
  In (60,53), the ground is expected to be white, but it is java.awt.Color[r=244,g=184,b=202].
  In (60,54), the ground is expected to be white, but it is magenta.
  In (60,55), the ground is expected to be white, but it is yellow.
  In (60,56), the ground is expected to be white, but it is java.awt.Color[r=141,g=24,b=4].
  In (60,57), the ground is expected to be yellow, but it is java.awt.Color[r=175,g=214,b=53].
  In (60,58), the ground is expected to be yellow, but it is java.awt.Color[r=82,g=208,b=110].
  In (60,60), the ground is expected to be yellow, but it is dark grey.
  In (60,61), the ground is expected to be yellow, but it is blue.
  In (60,62), the ground is expected to be yellow, but it is java.awt.Color[r=3,g=52,b=202].
  In (60,63), the ground is expected to be yellow, but it is java.awt.Color[r=151,g=106,b=117].
  In (60,64), the ground is expected to be yellow, but it is blue.
  In (60,65), the ground is expected to be yellow, but it is java.awt.Color[r=244,g=184,b=202].
  In (60,66), the ground is expected to be yellow, but it is java.awt.Color[r=206,g=113,b=207].
  In (60,67), the ground is expected to be yellow, but it is light grey.
  In (60,68), the ground is expected to be yellow, but it is java.awt.Color[r=151,g=106,b=117].
  In (60,69), the ground is expected to be yellow, but it is java.awt.Color[r=177,g=178,b=55].
  In (60,70), the ground is expected to be white, but it is java.awt.Color[r=129,g=86,b=167].
  In (60,71), the ground is expected to be white, but it is java.awt.Color[r=65,g=79,b=180].
  In (60,73), the ground is expected to be white, but it is java.awt.Color[r=185,g=45,b=224].
  In (60,74), the ground is expected to be white, but it is java.awt.Color[r=244,g=184,b=202].
  In (60,75), the ground is expected to be white, but it is java.awt.Color[r=129,g=86,b=167].
  In (60,76), the ground is expected to be white, but it is light grey.
  In (60,77), the ground is expected to be white, but it is grey.
  In (60,78), the ground is expected to be white, but it is light grey.
  In (60,79), the ground is expected to be white, but it is dark grey.
  In (60,80), the ground is expected to be white, but it is cyan.
  In (60,81), the ground is expected to be white, but it is yellow.
  In (60,82), the ground is expected to be white, but it is yellow.
  In (60,83), the ground is expected to be white, but it is yellow.
  In (60,84), the ground is expected to be white, but it is yellow.
  In (60,85), the ground is expected to be white, but it is yellow.
  In (61,21), the ground is expected to be white, but it is red.
  In (61,22), the ground is expected to be white, but it is green.
  In (61,23), the ground is expected to be white, but it is green.
  In (61,24), the ground is expected to be white, but it is green.
  In (61,25), the ground is expected to be white, but it is green.
  In (61,26), the ground is expected to be white, but it is green.
  In (61,27), the ground is expected to be white, but it is green.
  In (61,28), the ground is expected to be white, but it is green.
  In (61,29), the ground is expected to be white, but it is green.
  In (61,30), the ground is expected to be white, but it is green.
  In (61,31), the ground is expected to be white, but it is grey.
  In (61,32), the ground is expected to be white, but it is magenta.
  In (61,33), the ground is expected to be white, but it is magenta.
  In (61,34), the ground is expected to be white, but it is pink.
  In (61,35), the ground is expected to be white, but it is grey.
  In (61,36), the ground is expected to be white, but it is dark grey.
  In (61,37), the ground is expected to be yellow, but it is pink.
  In (61,38), the ground is expected to be yellow, but it is java.awt.Color[r=175,g=214,b=53].
  In (61,39), the ground is expected to be white, but it is java.awt.Color[r=65,g=79,b=180].
  In (61,40), the ground is expected to be white, but it is java.awt.Color[r=185,g=45,b=224].
  In (61,41), the ground is expected to be yellow, but it is orange.
  In (61,42), the ground is expected to be white, but it is java.awt.Color[r=65,g=79,b=180].
  In (61,43), the ground is expected to be yellow, but it is java.awt.Color[r=177,g=178,b=55].
  In (61,44), the ground is expected to be white, but it is light grey.
  In (61,45), the ground is expected to be white, but it is java.awt.Color[r=141,g=24,b=4].
  In (61,46), the ground is expected to be white, but it is blue.
  In (61,47), the ground is expected to be white, but it is orange.
  In (61,48), the ground is expected to be white, but it is blue.
  In (61,49), the ground is expected to be white, but it is orange.
  In (61,50), the ground is expected to be white, but it is grey.
  In (61,51), the ground is expected to be white, but it is orange.
  In (61,52), the ground is expected to be white, but it is green.
  In (61,53), the ground is expected to be white, but it is java.awt.Color[r=3,g=52,b=202].
  In (61,54), the ground is expected to be white, but it is java.awt.Color[r=244,g=184,b=202].
  In (61,56), the ground is expected to be white, but it is java.awt.Color[r=206,g=113,b=207].
  In (61,57), the ground is expected to be white, but it is java.awt.Color[r=65,g=79,b=180].
  In (61,58), the ground is expected to be white, but it is java.awt.Color[r=187,g=143,b=55].
  In (61,59), the ground is expected to be white, but it is java.awt.Color[r=151,g=106,b=117].
  In (61,60), the ground is expected to be yellow, but it is grey.
  In (61,61), the ground is expected to be yellow, but it is red.
  In (61,62), the ground is expected to be white, but it is black.
  In (61,63), the ground is expected to be yellow, but it is java.awt.Color[r=151,g=106,b=117].
  In (61,64), the ground is expected to be yellow, but it is magenta.
  In (61,65), the ground is expected to be yellow, but it is green.
  In (61,66), the ground is expected to be white, but it is java.awt.Color[r=177,g=178,b=55].
  In (61,67), the ground is expected to be yellow, but it is java.awt.Color[r=3,g=52,b=202].
  In (61,68), the ground is expected to be yellow, but it is java.awt.Color[r=206,g=113,b=207].
  In (61,69), the ground is expected to be white, but it is java.awt.Color[r=4,g=123,b=48].
  In (61,70), the ground is expected to be white, but it is java.awt.Color[r=3,g=52,b=202].
  In (61,71), the ground is expected to be white, but it is dark grey.
  In (61,72), the ground is expected to be white, but it is dark grey.
  In (61,73), the ground is expected to be white, but it is java.awt.Color[r=175,g=214,b=53].
  In (61,74), the ground is expected to be white, but it is java.awt.Color[r=151,g=106,b=117].
  In (61,75), the ground is expected to be white, but it is java.awt.Color[r=151,g=106,b=117].
  In (61,76), the ground is expected to be white, but it is pink.
  In (61,77), the ground is expected to be white, but it is grey.
  In (61,78), the ground is expected to be white, but it is light grey.
  In (61,79), the ground is expected to be white, but it is grey.
  In (61,80), the ground is expected to be white, but it is cyan.
  In (61,81), the ground is expected to be white, but it is yellow.
  In (62,21), the ground is expected to be white, but it is red.
  In (62,22), the ground is expected to be white, but it is green.
  In (62,23), the ground is expected to be white, but it is green.
  In (62,24), the ground is expected to be white, but it is green.
  In (62,25), the ground is expected to be white, but it is green.
  In (62,26), the ground is expected to be white, but it is green.
  In (62,27), the ground is expected to be white, but it is green.
  In (62,28), the ground is expected to be white, but it is green.
  In (62,29), the ground is expected to be white, but it is green.
  In (62,30), the ground is expected to be white, but it is orange.
  In (62,31), the ground is expected to be white, but it is magenta.
  In (62,32), the ground is expected to be white, but it is magenta.
  In (62,33), the ground is expected to be white, but it is magenta.
  In (62,34), the ground is expected to be white, but it is java.awt.Color[r=141,g=24,b=4].
  In (62,35), the ground is expected to be white, but it is java.awt.Color[r=177,g=178,b=55].
  In (62,36), the ground is expected to be yellow, but it is java.awt.Color[r=177,g=178,b=55].
  In (62,37), the ground is expected to be yellow, but it is java.awt.Color[r=141,g=24,b=4].
  In (62,38), the ground is expected to be white, but it is java.awt.Color[r=129,g=86,b=167].
  In (62,39), the ground is expected to be white, but it is java.awt.Color[r=127,g=99,b=41].
  In (62,40), the ground is expected to be white, but it is java.awt.Color[r=82,g=208,b=110].
  In (62,41), the ground is expected to be white, but it is cyan.
  In (62,42), the ground is expected to be yellow, but it is java.awt.Color[r=185,g=45,b=224].
  In (62,43), the ground is expected to be yellow, but it is java.awt.Color[r=244,g=184,b=202].
  In (62,44), the ground is expected to be white, but it is blue.
  In (62,45), the ground is expected to be white, but it is dark grey.
  In (62,46), the ground is expected to be white, but it is yellow.
  In (62,47), the ground is expected to be white, but it is black.
  In (62,48), the ground is expected to be white, but it is light grey.
  In (62,49), the ground is expected to be white, but it is java.awt.Color[r=3,g=52,b=202].
  In (62,50), the ground is expected to be white, but it is java.awt.Color[r=244,g=184,b=202].
  In (62,51), the ground is expected to be white, but it is java.awt.Color[r=151,g=106,b=117].
  In (62,52), the ground is expected to be white, but it is java.awt.Color[r=3,g=52,b=202].
  In (62,53), the ground is expected to be white, but it is java.awt.Color[r=3,g=52,b=202].
  In (62,54), the ground is expected to be white, but it is java.awt.Color[r=151,g=106,b=117].
  In (62,55), the ground is expected to be white, but it is java.awt.Color[r=82,g=208,b=110].
  In (62,56), the ground is expected to be white, but it is java.awt.Color[r=129,g=86,b=167].
  In (62,57), the ground is expected to be white, but it is java.awt.Color[r=4,g=123,b=48].
  In (62,58), the ground is expected to be white, but it is java.awt.Color[r=141,g=24,b=4].
  In (62,59), the ground is expected to be yellow, but it is pink.
  In (62,60), the ground is expected to be yellow, but it is java.awt.Color[r=3,g=52,b=202].
  In (62,61), the ground is expected to be white, but it is pink.
  In (62,62), the ground is expected to be white, but it is orange.
  In (62,63), the ground is expected to be white, but it is grey.
  In (62,64), the ground is expected to be white, but it is cyan.
  In (62,65), the ground is expected to be yellow, but it is red.
  In (62,66), the ground is expected to be white, but it is yellow.
  In (62,67), the ground is expected to be yellow, but it is java.awt.Color[r=65,g=79,b=180].
  In (62,68), the ground is expected to be yellow, but it is java.awt.Color[r=4,g=123,b=48].
  In (62,69), the ground is expected to be yellow, but it is java.awt.Color[r=151,g=106,b=117].
  In (62,70), the ground is expected to be white, but it is dark grey.
  In (62,71), the ground is expected to be white, but it is grey.
  In (62,72), the ground is expected to be white, but it is grey.
  In (62,73), the ground is expected to be white, but it is grey.
  In (62,74), the ground is expected to be white, but it is magenta.
  In (62,75), the ground is expected to be white, but it is magenta.
  In (62,76), the ground is expected to be white, but it is black.
  In (62,77), the ground is expected to be white, but it is blue.
  In (62,78), the ground is expected to be white, but it is blue.
  In (62,79), the ground is expected to be white, but it is blue.
  In (62,80), the ground is expected to be white, but it is orange.
  In (62,81), the ground is expected to be white, but it is red.
  In (63,21), the ground is expected to be white, but it is red.
  In (63,22), the ground is expected to be white, but it is green.
  In (63,23), the ground is expected to be white, but it is green.
  In (63,24), the ground is expected to be white, but it is green.
  In (63,25), the ground is expected to be white, but it is green.
  In (63,26), the ground is expected to be white, but it is green.
  In (63,27), the ground is expected to be white, but it is green.
  In (63,28), the ground is expected to be white, but it is green.
  In (63,29), the ground is expected to be white, but it is green.
  In (63,30), the ground is expected to be white, but it is orange.
  In (63,31), the ground is expected to be white, but it is grey.
  In (63,32), the ground is expected to be white, but it is grey.
  In (63,33), the ground is expected to be white, but it is pink.
  In (63,34), the ground is expected to be white, but it is java.awt.Color[r=65,g=79,b=180].
  In (63,35), the ground is expected to be white, but it is java.awt.Color[r=65,g=79,b=180].
  In (63,36), the ground is expected to be yellow, but it is java.awt.Color[r=65,g=79,b=180].
  In (63,37), the ground is expected to be white, but it is java.awt.Color[r=177,g=178,b=55].
  In (63,39), the ground is expected to be yellow, but it is black.
  In (63,40), the ground is expected to be white, but it is java.awt.Color[r=244,g=184,b=202].
  In (63,41), the ground is expected to be yellow, but it is java.awt.Color[r=141,g=24,b=4].
  In (63,42), the ground is expected to be white, but it is java.awt.Color[r=127,g=99,b=41].
  In (63,43), the ground is expected to be yellow, but it is java.awt.Color[r=244,g=184,b=202].
  In (63,44), the ground is expected to be white, but it is java.awt.Color[r=175,g=214,b=53].
  In (63,45), the ground is expected to be white, but it is java.awt.Color[r=4,g=123,b=48].
  In (63,46), the ground is expected to be white, but it is java.awt.Color[r=129,g=86,b=167].
  In (63,47), the ground is expected to be white, but it is red.
  In (63,48), the ground is expected to be white, but it is java.awt.Color[r=151,g=106,b=117].
  In (63,49), the ground is expected to be white, but it is java.awt.Color[r=141,g=24,b=4].
  In (63,50), the ground is expected to be white, but it is java.awt.Color[r=141,g=24,b=4].
  In (63,51), the ground is expected to be white, but it is java.awt.Color[r=141,g=24,b=4].
  In (63,52), the ground is expected to be white, but it is java.awt.Color[r=4,g=123,b=48].
  In (63,53), the ground is expected to be white, but it is java.awt.Color[r=141,g=24,b=4].
  In (63,54), the ground is expected to be white, but it is java.awt.Color[r=244,g=184,b=202].
  In (63,55), the ground is expected to be white, but it is java.awt.Color[r=187,g=143,b=55].
  In (63,56), the ground is expected to be white, but it is java.awt.Color[r=127,g=99,b=41].
  In (63,57), the ground is expected to be white, but it is java.awt.Color[r=177,g=178,b=55].
  In (63,58), the ground is expected to be white, but it is java.awt.Color[r=151,g=106,b=117].
  In (63,59), the ground is expected to be white, but it is java.awt.Color[r=129,g=86,b=167].
  In (63,60), the ground is expected to be yellow, but it is java.awt.Color[r=127,g=99,b=41].
  In (63,61), the ground is expected to be yellow, but it is grey.
  In (63,62), the ground is expected to be white, but it is yellow.
  In (63,63), the ground is expected to be white, but it is java.awt.Color[r=185,g=45,b=224].
  In (63,64), the ground is expected to be yellow, but it is white.
  In (63,65), the ground is expected to be yellow, but it is green.
  In (63,66), the ground is expected to be yellow, but it is blue.
  In (63,67), the ground is expected to be white, but it is java.awt.Color[r=65,g=79,b=180].
  In (63,68), the ground is expected to be white, but it is dark grey.
  In (63,69), the ground is expected to be yellow, but it is java.awt.Color[r=175,g=214,b=53].
  In (63,70), the ground is expected to be white, but it is pink.
  In (63,71), the ground is expected to be white, but it is pink.
  In (63,72), the ground is expected to be white, but it is java.awt.Color[r=151,g=106,b=117].
  In (63,73), the ground is expected to be white, but it is black.
  In (63,74), the ground is expected to be white, but it is orange.
  In (63,75), the ground is expected to be white, but it is orange.
  In (63,76), the ground is expected to be white, but it is green.
  In (63,77), the ground is expected to be white, but it is green.
  In (63,78), the ground is expected to be white, but it is green.
  In (63,79), the ground is expected to be white, but it is green.
  In (63,80), the ground is expected to be white, but it is green.
  In (63,81), the ground is expected to be white, but it is red.
  In (64,21), the ground is expected to be white, but it is red.
  In (64,22), the ground is expected to be white, but it is green.
  In (64,23), the ground is expected to be white, but it is green.
  In (64,24), the ground is expected to be white, but it is green.
  In (64,25), the ground is expected to be white, but it is green.
  In (64,26), the ground is expected to be white, but it is green.
  In (64,27), the ground is expected to be white, but it is green.
  In (64,28), the ground is expected to be white, but it is green.
  In (64,29), the ground is expected to be white, but it is green.
  In (64,30), the ground is expected to be white, but it is green.
  In (64,31), the ground is expected to be white, but it is orange.
  In (64,32), the ground is expected to be white, but it is magenta.
  In (64,33), the ground is expected to be white, but it is java.awt.Color[r=175,g=214,b=53].
  In (64,34), the ground is expected to be white, but it is java.awt.Color[r=244,g=184,b=202].
  In (64,35), the ground is expected to be white, but it is java.awt.Color[r=4,g=123,b=48].
  In (64,36), the ground is expected to be yellow, but it is grey.
  In (64,37), the ground is expected to be yellow, but it is java.awt.Color[r=141,g=24,b=4].
  In (64,38), the ground is expected to be white, but it is cyan.
  In (64,39), the ground is expected to be yellow, but it is green.
  In (64,40), the ground is expected to be yellow, but it is java.awt.Color[r=141,g=24,b=4].
  In (64,41), the ground is expected to be white, but it is java.awt.Color[r=3,g=52,b=202].
  In (64,42), the ground is expected to be yellow, but it is java.awt.Color[r=177,g=178,b=55].
  In (64,43), the ground is expected to be yellow, but it is java.awt.Color[r=206,g=113,b=207].
  In (64,44), the ground is expected to be white, but it is java.awt.Color[r=3,g=52,b=202].
  In (64,45), the ground is expected to be white, but it is light grey.
  In (64,46), the ground is expected to be white, but it is java.awt.Color[r=151,g=106,b=117].
  In (64,47), the ground is expected to be white, but it is java.awt.Color[r=206,g=113,b=207].
  In (64,48), the ground is expected to be white, but it is cyan.
  In (64,49), the ground is expected to be yellow, but it is grey.
  In (64,50), the ground is expected to be white, but it is magenta.
  In (64,51), the ground is expected to be yellow, but it is pink.
  In (64,52), the ground is expected to be yellow, but it is orange.
  In (64,53), the ground is expected to be white, but it is java.awt.Color[r=3,g=52,b=202].
  In (64,54), the ground is expected to be white, but it is java.awt.Color[r=177,g=178,b=55].
  In (64,55), the ground is expected to be white, but it is java.awt.Color[r=127,g=99,b=41].
  In (64,56), the ground is expected to be white, but it is java.awt.Color[r=187,g=143,b=55].
  In (64,57), the ground is expected to be white, but it is java.awt.Color[r=129,g=86,b=167].
  In (64,58), the ground is expected to be white, but it is pink.
  In (64,59), the ground is expected to be white, but it is java.awt.Color[r=175,g=214,b=53].
  In (64,60), the ground is expected to be yellow, but it is java.awt.Color[r=129,g=86,b=167].
  In (64,61), the ground is expected to be white, but it is magenta.
  In (64,62), the ground is expected to be white, but it is yellow.
  In (64,64), the ground is expected to be white, but it is cyan.
  In (64,65), the ground is expected to be yellow, but it is grey.
  In (64,66), the ground is expected to be yellow, but it is cyan.
  In (64,67), the ground is expected to be white, but it is java.awt.Color[r=4,g=123,b=48].
  In (64,68), the ground is expected to be white, but it is pink.
  In (64,69), the ground is expected to be white, but it is java.awt.Color[r=151,g=106,b=117].
  In (64,70), the ground is expected to be white, but it is magenta.
  In (64,71), the ground is expected to be white, but it is blue.
  In (64,72), the ground is expected to be white, but it is magenta.
  In (64,73), the ground is expected to be white, but it is dark grey.
  In (64,74), the ground is expected to be white, but it is black.
  In (64,75), the ground is expected to be white, but it is cyan.
  In (64,76), the ground is expected to be white, but it is red.
  In (64,77), the ground is expected to be white, but it is red.
  In (64,78), the ground is expected to be white, but it is red.
  In (64,79), the ground is expected to be white, but it is red.
  In (64,80), the ground is expected to be white, but it is red.
  In (64,81), the ground is expected to be white, but it is yellow.
  In (65,21), the ground is expected to be white, but it is yellow.
  In (65,22), the ground is expected to be white, but it is red.
  In (65,23), the ground is expected to be white, but it is cyan.
  In (65,24), the ground is expected to be white, but it is green.
  In (65,25), the ground is expected to be white, but it is green.
  In (65,26), the ground is expected to be white, but it is green.
  In (65,27), the ground is expected to be white, but it is green.
  In (65,28), the ground is expected to be white, but it is green.
  In (65,29), the ground is expected to be white, but it is green.
  In (65,30), the ground is expected to be white, but it is green.
  In (65,31), the ground is expected to be white, but it is green.
  In (65,32), the ground is expected to be white, but it is grey.
  In (65,33), the ground is expected to be white, but it is java.awt.Color[r=206,g=113,b=207].
  In (65,34), the ground is expected to be white, but it is java.awt.Color[r=127,g=99,b=41].
  In (65,35), the ground is expected to be white, but it is java.awt.Color[r=4,g=123,b=48].
  In (65,36), the ground is expected to be white, but it is java.awt.Color[r=3,g=52,b=202].
  In (65,37), the ground is expected to be yellow, but it is java.awt.Color[r=206,g=113,b=207].
  In (65,38), the ground is expected to be yellow, but it is java.awt.Color[r=206,g=113,b=207].
  In (65,39), the ground is expected to be white, but it is java.awt.Color[r=4,g=123,b=48].
  In (65,40), the ground is expected to be yellow, but it is java.awt.Color[r=3,g=52,b=202].
  In (65,41), the ground is expected to be white, but it is dark grey.
  In (65,42), the ground is expected to be white, but it is java.awt.Color[r=3,g=52,b=202].
  In (65,43), the ground is expected to be yellow, but it is magenta.
  In (65,44), the ground is expected to be yellow, but it is grey.
  In (65,45), the ground is expected to be white, but it is java.awt.Color[r=175,g=214,b=53].
  In (65,46), the ground is expected to be white, but it is java.awt.Color[r=151,g=106,b=117].
  In (65,47), the ground is expected to be white, but it is java.awt.Color[r=151,g=106,b=117].
  In (65,48), the ground is expected to be white, but it is java.awt.Color[r=206,g=113,b=207].
  In (65,49), the ground is expected to be yellow, but it is java.awt.Color[r=82,g=208,b=110].
  In (65,50), the ground is expected to be yellow, but it is cyan.
  In (65,52), the ground is expected to be white, but it is yellow.
  In (65,53), the ground is expected to be white, but it is green.
  In (65,54), the ground is expected to be white, but it is light grey.
  In (65,55), the ground is expected to be white, but it is java.awt.Color[r=129,g=86,b=167].
  In (65,56), the ground is expected to be white, but it is java.awt.Color[r=177,g=178,b=55].
  In (65,57), the ground is expected to be white, but it is java.awt.Color[r=3,g=52,b=202].
  In (65,58), the ground is expected to be yellow, but it is java.awt.Color[r=151,g=106,b=117].
  In (65,59), the ground is expected to be white, but it is pink.
  In (65,60), the ground is expected to be yellow, but it is magenta.
  In (65,61), the ground is expected to be yellow, but it is black.
  In (65,62), the ground is expected to be white, but it is java.awt.Color[r=244,g=184,b=202].
  In (65,63), the ground is expected to be yellow, but it is java.awt.Color[r=82,g=208,b=110].
  In (65,64), the ground is expected to be yellow, but it is java.awt.Color[r=244,g=184,b=202].
  In (65,65), the ground is expected to be yellow, but it is white.
  In (65,66), the ground is expected to be white, but it is java.awt.Color[r=185,g=45,b=224].
  In (65,67), the ground is expected to be white, but it is java.awt.Color[r=4,g=123,b=48].
  In (65,68), the ground is expected to be white, but it is java.awt.Color[r=151,g=106,b=117].
  In (65,69), the ground is expected to be white, but it is dark grey.
  In (65,70), the ground is expected to be white, but it is green.
  In (65,71), the ground is expected to be white, but it is cyan.
  In (65,72), the ground is expected to be white, but it is cyan.
  In (65,73), the ground is expected to be white, but it is blue.
  In (65,74), the ground is expected to be white, but it is blue.
  In (65,75), the ground is expected to be white, but it is red.
  In (66,23), the ground is expected to be white, but it is red.
  In (66,24), the ground is expected to be white, but it is green.
  In (66,25), the ground is expected to be white, but it is green.
  In (66,26), the ground is expected to be white, but it is green.
  In (66,27), the ground is expected to be white, but it is green.
  In (66,28), the ground is expected to be white, but it is green.
  In (66,29), the ground is expected to be white, but it is green.
  In (66,30), the ground is expected to be white, but it is green.
  In (66,31), the ground is expected to be white, but it is green.
  In (66,32), the ground is expected to be white, but it is grey.
  In (66,33), the ground is expected to be white, but it is java.awt.Color[r=141,g=24,b=4].
  In (66,34), the ground is expected to be white, but it is java.awt.Color[r=141,g=24,b=4].
  In (66,35), the ground is expected to be white, but it is java.awt.Color[r=175,g=214,b=53].
  In (66,36), the ground is expected to be white, but it is java.awt.Color[r=141,g=24,b=4].
  In (66,37), the ground is expected to be white, but it is java.awt.Color[r=4,g=123,b=48].
  In (66,38), the ground is expected to be yellow, but it is java.awt.Color[r=141,g=24,b=4].
  In (66,39), the ground is expected to be yellow, but it is java.awt.Color[r=175,g=214,b=53].
  In (66,40), the ground is expected to be white, but it is light grey.
  In (66,41), the ground is expected to be yellow, but it is grey.
  In (66,42), the ground is expected to be white, but it is black.
  In (66,43), the ground is expected to be yellow, but it is magenta.
  In (66,44), the ground is expected to be white, but it is grey.
  In (66,45), the ground is expected to be white, but it is dark grey.
  In (66,46), the ground is expected to be white, but it is dark grey.
  In (66,47), the ground is expected to be yellow, but it is grey.
  In (66,48), the ground is expected to be white, but it is light grey.
  In (66,49), the ground is expected to be yellow, but it is java.awt.Color[r=141,g=24,b=4].
  In (66,50), the ground is expected to be yellow, but it is java.awt.Color[r=175,g=214,b=53].
  In (66,51), the ground is expected to be white, but it is java.awt.Color[r=3,g=52,b=202].
  In (66,52), the ground is expected to be white, but it is java.awt.Color[r=244,g=184,b=202].
  In (66,53), the ground is expected to be yellow, but it is magenta.
  In (66,54), the ground is expected to be yellow, but it is pink.
  In (66,55), the ground is expected to be yellow, but it is magenta.
  In (66,56), the ground is expected to be yellow, but it is black.
  In (66,57), the ground is expected to be yellow, but it is cyan.
  In (66,58), the ground is expected to be yellow, but it is java.awt.Color[r=3,g=52,b=202].
  In (66,59), the ground is expected to be yellow, but it is java.awt.Color[r=177,g=178,b=55].
  In (66,60), the ground is expected to be yellow, but it is green.
  In (66,61), the ground is expected to be yellow, but it is java.awt.Color[r=177,g=178,b=55].
  In (66,62), the ground is expected to be white, but it is java.awt.Color[r=141,g=24,b=4].
  In (66,63), the ground is expected to be white, but it is pink.
  In (66,64), the ground is expected to be yellow, but it is black.
  In (66,65), the ground is expected to be white, but it is java.awt.Color[r=151,g=106,b=117].
  In (66,66), the ground is expected to be white, but it is java.awt.Color[r=141,g=24,b=4].
  In (66,67), the ground is expected to be white, but it is java.awt.Color[r=3,g=52,b=202].
  In (66,68), the ground is expected to be white, but it is light grey.
  In (66,69), the ground is expected to be white, but it is blue.
  In (66,70), the ground is expected to be white, but it is cyan.
  In (66,71), the ground is expected to be white, but it is cyan.
  In (66,72), the ground is expected to be white, but it is red.
  In (66,73), the ground is expected to be white, but it is yellow.
  In (66,74), the ground is expected to be white, but it is yellow.
  In (66,75), the ground is expected to be white, but it is yellow.
  In (67,23), the ground is expected to be white, but it is yellow.
  In (67,24), the ground is expected to be white, but it is red.
  In (67,25), the ground is expected to be white, but it is red.
  In (67,26), the ground is expected to be white, but it is red.
  In (67,27), the ground is expected to be white, but it is cyan.
  In (67,28), the ground is expected to be white, but it is green.
  In (67,29), the ground is expected to be white, but it is green.
  In (67,30), the ground is expected to be white, but it is green.
  In (67,31), the ground is expected to be white, but it is green.
  In (67,32), the ground is expected to be white, but it is black.
  In (67,33), the ground is expected to be white, but it is java.awt.Color[r=3,g=52,b=202].
  In (67,34), the ground is expected to be white, but it is java.awt.Color[r=3,g=52,b=202].
  In (67,35), the ground is expected to be white, but it is dark grey.
  In (67,36), the ground is expected to be white, but it is pink.
  In (67,37), the ground is expected to be white, but it is light grey.
  In (67,38), the ground is expected to be white, but it is java.awt.Color[r=141,g=24,b=4].
  In (67,39), the ground is expected to be yellow, but it is java.awt.Color[r=175,g=214,b=53].
  In (67,40), the ground is expected to be yellow, but it is black.
  In (67,41), the ground is expected to be yellow, but it is black.
  In (67,42), the ground is expected to be white, but it is black.
  In (67,43), the ground is expected to be yellow, but it is dark grey.
  In (67,44), the ground is expected to be yellow, but it is magenta.
  In (67,45), the ground is expected to be yellow, but it is orange.
  In (67,46), the ground is expected to be yellow, but it is blue.
  In (67,47), the ground is expected to be yellow, but it is blue.
  In (67,48), the ground is expected to be yellow, but it is pink.
  In (67,49), the ground is expected to be yellow, but it is pink.
  In (67,50), the ground is expected to be white, but it is black.
  In (67,51), the ground is expected to be yellow, but it is black.
  In (67,52), the ground is expected to be white, but it is light grey.
  In (67,53), the ground is expected to be white, but it is red.
  In (67,54), the ground is expected to be white, but it is blue.
  In (67,55), the ground is expected to be yellow, but it is red.
  In (67,56), the ground is expected to be white, but it is yellow.
  In (67,57), the ground is expected to be yellow, but it is java.awt.Color[r=185,g=45,b=224].
  In (67,58), the ground is expected to be white, but it is java.awt.Color[r=4,g=123,b=48].
  In (67,59), the ground is expected to be white, but it is java.awt.Color[r=244,g=184,b=202].
  In (67,60), the ground is expected to be white, but it is black.
  In (67,61), the ground is expected to be white, but it is java.awt.Color[r=127,g=99,b=41].
  In (67,62), the ground is expected to be yellow, but it is java.awt.Color[r=4,g=123,b=48].
  In (67,63), the ground is expected to be yellow, but it is pink.
  In (67,64), the ground is expected to be white, but it is grey.
  In (67,65), the ground is expected to be white, but it is pink.
  In (67,66), the ground is expected to be white, but it is magenta.
  In (67,67), the ground is expected to be white, but it is black.
  In (67,68), the ground is expected to be white, but it is grey.
  In (67,69), the ground is expected to be white, but it is blue.
  In (67,70), the ground is expected to be white, but it is cyan.
  In (67,71), the ground is expected to be white, but it is red.
